tag,band,song,url
pastel_palettes__310,pastel_palettes,Winking☆Cheer,https://youtu.be/jDHsMU5ZFR0
pastel_palettes__311,pastel_palettes,ゆめゆめグラデーション,https://youtu.be/p5ta20-h8vU
pastel_palettes__312,pastel_palettes,はなまる◎アンダンテ,https://youtu.be/QKpgJFE3CgM
pastel_palettes__313,pastel_palettes,パスパレボリューションず☆,https://youtu.be/02-G0MAcdmc
pastel_palettes__314,pastel_palettes,SURVIVOR ねばーぎぶあっぷ!,https://youtu.be/5emw7-6FnvE
pastel_palettes__315,pastel_palettes,Wonderland Girl,https://youtu.be/i_pkiVx3dWo
pastel_palettes__316,pastel_palettes,ゼッタイ宣言～Recital～,https://youtu.be/LoW3xxuewLc
pastel_palettes__317,pastel_palettes,ぎゅっDAYS♪,https://youtu.be/Aihl3YY6wFw
pastel_palettes__318,pastel_palettes,Wonderful Sweet!,https://youtu.be/oMtLVZ4z9wM
pastel_palettes__319,pastel_palettes,るんっ♪てぃてぃー！,https://youtu.be/pOhredaA3bY
pastel_palettes__320,pastel_palettes,パッパレ☆人生！バーン万歳！,https://youtu.be/AqU8cxKLmN0
pastel_palettes__321,pastel_palettes,Brand new Pastel Road!,https://youtu.be/BDy7oYorJzw
pastel_palettes__322,pastel_palettes,あこがれacross,https://youtu.be/UbKbTPzYNOI
pastel_palettes__323,pastel_palettes,ハレハレ☆フォーチュン,https://youtu.be/iKRoKPyOXlQ
pastel_palettes__324,pastel_palettes,ハナヒバナ,https://youtu.be/mzgnly7MnCA
pastel_palettes__325,pastel_palettes,そばかす,https://youtu.be/jSvmpgJLlR4
pastel_palettes__326,pastel_palettes,気まぐれロマンティック,https://youtu.be/Awn0evP-X4k
pastel_palettes__327,pastel_palettes,ドリームパレード,https://youtu.be/TOIuxE3mMcI
pastel_palettes__328,pastel_palettes,ラムのラブソング,https://youtu.be/BnlwHfHBafM
pastel_palettes__329,pastel_palettes,DANCE! おジャ魔女,https://youtu.be/VkLZPuTArN4
pastel_palettes__330,pastel_palettes,DISCOTHEQUE,https://youtu.be/OK782ls3yH8
pastel_palettes__331,pastel_palettes,ゆりゆららららゆるゆり大事件,https://youtu.be/pSH0gYedUEg
pastel_palettes__332,pastel_palettes,SAKURAスキップ,https://youtu.be/DxUyKQwPeWU
pastel_palettes__333,pastel_palettes,Stay Alive,https://youtu.be/cC9iaoSJLqw
pastel_palettes__334,pastel_palettes,秘密の扉から会いにきて,https://youtu.be/Vfk4MdZKBn4
pastel_palettes__335,pastel_palettes,トリドリ＊パレット,https://youtu.be/bhbqZAY_TEk
pastel_palettes__336,pastel_palettes,ドラマチック！アライブ,https://youtu.be/ppjwpt0H2o4
pastel_palettes__337,pastel_palettes,Radiate Warriors,https://youtu.be/dS-SUwftzmM
pastel_palettes__338,pastel_palettes,ReReReエボリューションず☆,https://youtu.be/4XSLFAmgO34
pastel_palettes__339,pastel_palettes,everyday flower,https://youtu.be/zEHPkLXcX1I
pastel_palettes__340,pastel_palettes,With〜きみとわたしたちの物語〜,https://youtu.be/zjMWXcNc8Uw
pastel_palettes__341,pastel_palettes,フレっとパレットFight Song!!,https://youtu.be/ZvK22__1ECE
pastel_palettes__342,pastel_palettes,デイオフ・ラフ・ラブ・サンクス,https://youtu.be/M4asKbF6F18
pastel_palettes__343,pastel_palettes,ホワイト ノスタルジア,https://youtu.be/oN98BBBIOnw
pastel_palettes__344,pastel_palettes,Y.O.L.O！！！！！(パスパレver.),https://youtu.be/yKkCyuTOi8Q
pastel_palettes__345,pastel_palettes,奏（かなで） (Cover),https://youtu.be/7ivdiNcTRmA
pastel_palettes__346,pastel_palettes,Sparkling Daydream (Cover),https://youtu.be/cWaspJSp51g
pastel_palettes__347,pastel_palettes,春を告げる (Cover),https://youtu.be/Kz_bl2WNEag
pastel_palettes__348,pastel_palettes,だから、ひとりじゃない (Cover),https://youtu.be/RxB9vL3xGts
pastel_palettes__349,pastel_palettes,サインはB (Cover),https://youtu.be/pe-Hf4LBNu4
pastel_palettes__350,pastel_palettes,愛包ダンスホール (Cover),https://youtu.be/qvnhTZ8Tt6Y
pastel_palettes__351,pastel_palettes,最上級にかわいいの！ (Cover),https://youtu.be/e8vNIMfYZ5Q
pastel_palettes__352,pastel_palettes,♡桃色片想い♡ (Cover),https://youtu.be/wYKNiQ89D2c
pastel_palettes__353,pastel_palettes,金曜日のおはよう (Cover),https://youtu.be/Yuy49UdKUDk
pastel_palettes__354,pastel_palettes,魔法少女とチョコレゐト (Cover),https://youtu.be/1TkdhB2WsRs
pastel_palettes__355,pastel_palettes,可愛くてごめん (Cover),https://youtu.be/rUHSBpc0bII
pastel_palettes__356,pastel_palettes,からくりピエロ (Cover),https://youtu.be/l-fkEvCQmPY
pastel_palettes__357,pastel_palettes,みくみくにしてあげる♪【してやんよ】 (Cover),https://youtu.be/LwR74MCem6w
pastel_palettes__358,pastel_palettes,ルカルカ★ナイトフィーバー (Cover),https://youtu.be/9xwqyx5ctOo
pastel_palettes__359,pastel_palettes,アイドル (Cover),https://youtu.be/cJBTmzjJzU8
pastel_palettes__360,pastel_palettes,secret base ～君がくれたもの～ (Cover),https://youtu.be/itCnoApRdqU
pastel_palettes__361,pastel_palettes,ふわふわ時間 (Cover),https://youtu.be/dLeFvw9vy3o
pastel_palettes__362,pastel_palettes,Fantastic future (Cover),https://youtu.be/6Io8ctmS0YY
pastel_palettes__363,pastel_palettes,Baby Sweet Berry Love (Cover),https://youtu.be/OOd6NXBYo3k
pastel_palettes__364,pastel_palettes,Q＆A　リサイタル！ (Cover),https://youtu.be/UdKKTRtfxjg
pastel_palettes__365,pastel_palettes,ヒトリゴト (Cover),https://youtu.be/v5LyeEX1YV0
pastel_palettes__366,pastel_palettes,惑星ループ (Cover),https://youtu.be/myK79DvRm3o
pastel_palettes__367,pastel_palettes,世界は恋に落ちている (Cover),https://youtu.be/5EWO1vDl0tc
pastel_palettes__368,pastel_palettes,ハッピーシンセサイザ (Cover),https://youtu.be/AD3WCMhAGVs
pastel_palettes__369,pastel_palettes,春擬き (Cover),https://youtu.be/LuBJ_pjwIXk
pastel_palettes__370,pastel_palettes,Make it! (Cover),https://youtu.be/l0RnmsJuvfo
pastel_palettes__371,pastel_palettes,花ハ踊レヤいろはにほ (Cover),https://youtu.be/ZoMwONgrN_E
pastel_palettes__372,pastel_palettes,夜に駆ける (Cover),https://youtu.be/qr_jUCTw_T0
pastel_palettes__373,pastel_palettes,徒花ネクロマンシー (Cover),https://youtu.be/_G5oGC6aJYs
pastel_palettes__374,pastel_palettes,ノスタルジックレインフォール (Cover),https://youtu.be/i-jiHiL7G8s
poppin_party__375,poppin_party,Yes! BanG_Dream!,https://youtu.be/tBSpLDIqbHc
poppin_party__376,poppin_party,STAR BEAT!～ホシノコドウ～,https://youtu.be/RtKwXh18gkc
poppin_party__377,poppin_party,走り始めたばかりのキミに,https://youtu.be/pBKo-SAbtcM
poppin_party__378,poppin_party,ティアドロップス,https://youtu.be/lOE3DB6Ur4A
poppin_party__379,poppin_party,ときめきエクスペリエンス！,https://youtu.be/OqN-TbVubpA
poppin_party__380,poppin_party,キラキラだとか夢だとか ～Sing Girls～,https://youtu.be/4YrfrDTabQk
poppin_party__381,poppin_party,私の心はチョココロネ,https://youtu.be/ZnaBCQTeHYI
poppin_party__382,poppin_party,前へススメ！,https://youtu.be/3ugLz4FMdeI
poppin_party__383,poppin_party,夢みるSunflower,https://youtu.be/yQ0ebf3C1zM
poppin_party__384,poppin_party,ティアドロップス ～Popipa Acoustic Ver.～,https://youtu.be/Eq0Mo7Ca02I
poppin_party__385,poppin_party,走り始めたばかりのキミに ～Popipa Acoustic Ver.～,https://youtu.be/PZlcgbhP8PY
poppin_party__386,poppin_party,Time Lapse,https://youtu.be/ap3LhZJvbiw
poppin_party__387,poppin_party,八月のif,https://youtu.be/y_wsqM33BaY
poppin_party__388,poppin_party,クリスマスのうた,https://youtu.be/EMwYk4qPK1k
poppin_party__389,poppin_party,B.O.F,https://youtu.be/dW25FkbQC58
poppin_party__390,poppin_party,CiRCLING,https://youtu.be/Zj4qzqS--UY
poppin_party__391,poppin_party,二重の虹(ダブル レインボウ),https://youtu.be/sNaJuqFB-_g
poppin_party__392,poppin_party,最高(さあ行こう)！,https://youtu.be/w5jX2B8W6l8
poppin_party__393,poppin_party,ガールズコード,https://youtu.be/94djfHnNylA
poppin_party__394,poppin_party,Yes! BanG_Dream! ～Popipa Acoustic Ver.～,https://youtu.be/ZHrWJfxYKOQ
poppin_party__395,poppin_party,夏空 SUN! SUN! SEVEN! ～Popipa Acoustic Ver.～,https://youtu.be/aWzYylwrlNU
poppin_party__396,poppin_party,STAR BEAT!～ホシノコドウ～ ～Popipa Acoustic Ver.～,https://youtu.be/kj5orLd_XnA
poppin_party__397,poppin_party,Breakthrough!,https://youtu.be/jL9BEY5Lt7Q
poppin_party__398,poppin_party,NO GIRL NO CRY/Poppin'Party Ver.,https://youtu.be/D1ONxAWcbGE
poppin_party__399,poppin_party,イニシャル,https://youtu.be/Yb9FzUPpk0Y
poppin_party__400,poppin_party,Hello! Wink!,https://youtu.be/BduVH7BZj2k
poppin_party__401,poppin_party,Step×Step!,https://youtu.be/yJSDaYtRGto
poppin_party__402,poppin_party,Jumpin',https://youtu.be/SIF5yp2lNqA
poppin_party__403,poppin_party,White Afternoon,https://youtu.be/Q7Y-vskuNVQ
poppin_party__404,poppin_party,キラキラスター！,https://youtu.be/idH2KGN0C4A
poppin_party__405,poppin_party,Returns,https://youtu.be/zWKV5yudE18
poppin_party__406,poppin_party,Dreamers Go!,https://youtu.be/VigNV3bsE_k
poppin_party__407,poppin_party,キズナミュージック♪,https://youtu.be/rvKC_BDWo0o
poppin_party__408,poppin_party,ミライトレイン,https://youtu.be/amlyxSdWmTg
poppin_party__409,poppin_party,夢を撃ち抜く瞬間に！,https://youtu.be/Y8-nQ9ehgZE
poppin_party__410,poppin_party,ぽっぴん'しゃっふる,https://youtu.be/FNpk2rkmT_U
poppin_party__411,poppin_party,夏空 SUN! SUN! SEVEN!,https://youtu.be/AwmICsVBWLU
poppin_party__412,poppin_party,1000回潤んだ空,https://youtu.be/b-ZAiNOYtE0
poppin_party__413,poppin_party,HAPPY HAPPY PARTY!,https://youtu.be/c0brvCZdxeg
poppin_party__414,poppin_party,夏のドーン！,https://youtu.be/xtgdECulbbw
poppin_party__415,poppin_party,キミにもらったもの,https://youtu.be/gu85qKfXfj8
poppin_party__416,poppin_party,Light Delight,https://youtu.be/ycVVqPjxPqk
poppin_party__417,poppin_party,切ないSandglass,https://youtu.be/W_W3LnZJApA
poppin_party__418,poppin_party,Home Street,https://youtu.be/_n8qGOBD0J8
poppin_party__419,poppin_party,What's the POPIPA!?,https://youtu.be/pX8lWO_Jwv4
poppin_party__420,poppin_party,SAKURA MEMORIES,https://youtu.be/lQF_5FOrl7k
poppin_party__421,poppin_party,アニバーサリー,https://youtu.be/0TYq4xK3G8g
poppin_party__422,poppin_party,Tomorrow's Door,https://youtu.be/j7o8KLDowG8
poppin_party__423,poppin_party,イントロダクション,https://youtu.be/KfuOq4v5H_A
poppin_party__424,poppin_party,TARINAI,https://youtu.be/aIaSbIpxXb8
poppin_party__425,poppin_party,DOKI DOKI SCARY,https://youtu.be/T6a3TbucVIk
poppin_party__426,poppin_party,Photograph,https://youtu.be/jLWs8qcXF7o
poppin_party__427,poppin_party,夏に閉じこめて,https://youtu.be/02n9fIuuew8
poppin_party__428,poppin_party,ぽっぴん'どりーむ！,https://youtu.be/-ISFvqdfTHo
poppin_party__429,poppin_party,星の約束,https://youtu.be/fa9khQQc5HE
poppin_party__430,poppin_party,新しい季節に,https://youtu.be/bqKoweXOY1I
poppin_party__431,poppin_party,トレモロアイズ,https://youtu.be/lsRTa_4Q9iU
poppin_party__432,poppin_party,雨上がり、キミと,https://youtu.be/6PWbcFhH1sc
poppin_party__433,poppin_party,花咲く未来に,https://youtu.be/rTVN1M1DNx8
poppin_party__434,poppin_party,Live Beyond!!,https://youtu.be/BQ417cl8-iE
poppin_party__435,poppin_party,Sweets BAN!,https://youtu.be/_Zbm5jidUmM
poppin_party__436,poppin_party,キミが始まる！,https://youtu.be/tjFia-3Se94
poppin_party__437,poppin_party,Moonlight Walk,https://youtu.be/Ie0-J4-CMk4
poppin_party__438,poppin_party,ここから先は歌にならない,https://youtu.be/YfSxTmBzz9k
poppin_party__439,poppin_party,青春 To Be Continued,https://youtu.be/inyz9fpWPT0
poppin_party__440,poppin_party,Future Place,https://youtu.be/JonvwJvZFv4
poppin_party__441,poppin_party,大好き！,https://youtu.be/NW5DnKrpr8M
poppin_party__442,poppin_party,Five Letters,https://youtu.be/-rDKKJcyyTU
poppin_party__443,poppin_party,最強☆ソング,https://youtu.be/pSYXzPMhsPQ
poppin_party__444,poppin_party,RiNG A BELL,https://youtu.be/ai76D_byMgk
poppin_party__445,poppin_party,Drive Your Heart,https://youtu.be/3qwN9R7er9Y
poppin_party__446,poppin_party,とっておきAnswer,https://youtu.be/uOdEmtdzblA
poppin_party__447,poppin_party,START!! True dreams,https://youtu.be/SQ_-nPf-SNI
poppin_party__448,poppin_party,どきどきデエト,https://youtu.be/sk7nYFsnLto
poppin_party__449,poppin_party,チョコレイトの低音レシピ,https://youtu.be/pbDiKPBuTsc
poppin_party__450,poppin_party,Chu Chueen!,https://youtu.be/5j2a4m1OQsg
poppin_party__451,poppin_party,どきどきSING OUT!,https://youtu.be/Y-tnOBf-byo
poppin_party__452,poppin_party,Freedom,https://youtu.be/oy6OCnr9eAg
poppin_party__453,poppin_party,Game Changer,https://youtu.be/X7NS0u628lw
poppin_party__454,poppin_party,花園電気ギター！！！,https://youtu.be/Fb6Vxj--Fq4
poppin_party__455,poppin_party,す、好きなんかじゃない！,https://youtu.be/vdYlI5BnvPk
poppin_party__456,poppin_party,遠い音楽 ～ハートビート～,https://youtu.be/jTSPnt5kts0
poppin_party__457,poppin_party,ほな！,https://youtu.be/hDgXSuDV51A
poppin_party__458,poppin_party,世界中の青空をあつめて,https://youtu.be/OuCaAYkV2d8
poppin_party__459,poppin_party,勇気Limit！,https://youtu.be/HNpDj7g9Fd0
poppin_party__460,poppin_party,開けたらDream!,https://youtu.be/E7Vac5VF7Qg
poppin_party__461,poppin_party,絆色のアンサンブル,https://youtu.be/tvXmaug8tG8
poppin_party__462,poppin_party,NO GIRL NO CRY (Poppin'Party Ver.),https://youtu.be/uBLg7gB5FiM
poppin_party__463,poppin_party,ちゅ、多様性。 (Cover),https://youtu.be/DhaNne4oohU
poppin_party__464,poppin_party,フィクション (Cover),https://youtu.be/NF-IGTDm138
poppin_party__465,poppin_party,幾億光年 (Cover),https://youtu.be/CHkferCyEUM
poppin_party__466,poppin_party,心絵 (Cover),https://youtu.be/9FhNnX_qsV0
poppin_party__467,poppin_party,じょいふる (Cover),https://youtu.be/3bnaYpv-DFU
poppin_party__468,poppin_party,MATSURI BAYASHI (Cover),https://youtu.be/Gpkg81TpkSA
poppin_party__469,poppin_party,私は最強 (Cover),https://youtu.be/fRxQcfI2PXo
poppin_party__470,poppin_party,トウキョウ・シャンディ・ランデヴ (Cover),https://youtu.be/FWdBp0JXxhs
poppin_party__471,poppin_party,夜行性ハイズ (Cover),https://youtu.be/bAB2ZuwcxFc
poppin_party__472,poppin_party,メランコリック (Cover),https://youtu.be/7X1NMdaFLiw
poppin_party__473,poppin_party,怪獣の花唄 (Cover),https://youtu.be/36Q4jzk_IvE
poppin_party__474,poppin_party,光るなら (Cover),https://youtu.be/tM9njVVTxaQ
poppin_party__475,poppin_party,ミュージック・アワー (Cover),https://youtu.be/dwYnaJHhnmw
poppin_party__476,poppin_party,only my railgun (Cover),https://youtu.be/MjJX_7wt76A
poppin_party__477,poppin_party,ロミオとシンデレラ (Cover),https://youtu.be/AO5UM_1IIFQ
poppin_party__478,poppin_party,Daydream café (Cover),https://youtu.be/2uu5rGrlHec
poppin_party__479,poppin_party,君じゃなきゃダメみたい (Cover),https://youtu.be/o4JpKWTT2rI
poppin_party__480,poppin_party,＊〜アスタリスク〜 (Cover),https://youtu.be/nAmOOEi3LHc
poppin_party__481,poppin_party,DAYS of DASH (Cover),https://youtu.be/dGAFk19MN6Q
poppin_party__482,poppin_party,檄！帝国華撃団 (Cover),https://youtu.be/XtZaRGkRwL4
poppin_party__483,poppin_party,DAYS (Cover),https://youtu.be/SJWQwOIdJgY
poppin_party__484,poppin_party,ディスカバリー！ (Cover),https://youtu.be/EHmHYlveZTI
poppin_party__485,poppin_party,チェリボム (Cover),https://youtu.be/BomRuEmkPsc
poppin_party__486,poppin_party,ヴァンパイア (Cover),https://youtu.be/I_TIPc02Ros
poppin_party__487,poppin_party,怪物 (Cover),https://youtu.be/k49-xYTRmyY
poppin_party__488,poppin_party,大河よ共に泣いてくれ (Cover),https://youtu.be/1ZoP4xnF_J0
poppin_party__489,poppin_party,空色デイズ (Cover),https://youtu.be/Z42iAtQpMNs
raise_a_suilen__490,raise_a_suilen,Invincible Fighter,https://youtu.be/m5z-mCUwmxM
raise_a_suilen__491,raise_a_suilen,A DECLARATION OF ×××,https://youtu.be/9iOltuunbvs
raise_a_suilen__492,raise_a_suilen,SOUL SOLDIER,https://youtu.be/vHZF9D4gAoQ
raise_a_suilen__493,raise_a_suilen,UNSTOPPABLE,https://youtu.be/HTxkTejTs8E
raise_a_suilen__494,raise_a_suilen,HELL! or HELL?,https://youtu.be/xalGIIeyPLo
raise_a_suilen__495,raise_a_suilen,Beautiful Birthday,https://youtu.be/AxEUw6LdHR4
raise_a_suilen__496,raise_a_suilen,Takin’ my Heart,https://youtu.be/ikck11yNDxg
raise_a_suilen__497,raise_a_suilen,DRIVE US CRAZY,https://youtu.be/5gUl74wG2DE
raise_a_suilen__498,raise_a_suilen,!NVADE SHOW!,https://youtu.be/eLpe02tbeYU
raise_a_suilen__499,raise_a_suilen,REIGNING,https://youtu.be/4i9vGzhaCg0
raise_a_suilen__500,raise_a_suilen,EXPOSE ‘Burn out!!!’,https://youtu.be/oXN2YFZH0ig
raise_a_suilen__501,raise_a_suilen,R・I・O・T,https://youtu.be/JYbew8XnCc8
raise_a_suilen__502,raise_a_suilen,V.I.P MONSTER,https://youtu.be/ci5Ot5n-8_k
raise_a_suilen__503,raise_a_suilen,mind of Prominence,https://youtu.be/CmEGhNuz_zs
raise_a_suilen__504,raise_a_suilen,Ray of hope,https://youtu.be/bjHImc6cTqE
raise_a_suilen__505,raise_a_suilen,EXIST,https://youtu.be/Vo3lvsrP9mY
raise_a_suilen__506,raise_a_suilen,Sacred world,https://youtu.be/4b3deIpxkSk
raise_a_suilen__507,raise_a_suilen,-N-E-M-E-S-I-S-,https://youtu.be/caxxCfDdklI
raise_a_suilen__508,raise_a_suilen,DANCING DARING,https://youtu.be/cmbqhJ7OM8w
raise_a_suilen__509,raise_a_suilen,BATTLE CRY,https://youtu.be/pW01z1Q-MQY
raise_a_suilen__510,raise_a_suilen,Domination to world,https://youtu.be/41K7ic6HN4E
raise_a_suilen__511,raise_a_suilen,THE WAY OF LIFE,https://youtu.be/W5bmkfq6_Wo
raise_a_suilen__512,raise_a_suilen,灼熱 Bonfire!,https://youtu.be/Uh2MjQ9Q324
raise_a_suilen__513,raise_a_suilen,Repaint,https://youtu.be/eJp3_buirj4
raise_a_suilen__514,raise_a_suilen,Life on the Lotus,https://youtu.be/zle_8SGQgcg
raise_a_suilen__515,raise_a_suilen,CORUSCATE -DNA-,https://youtu.be/1NgjttSojKw
raise_a_suilen__516,raise_a_suilen,That Is How I Roll!,https://youtu.be/YsdbJl-eg2o
raise_a_suilen__517,raise_a_suilen,しゅわりん☆どり～みん,https://youtu.be/xFat9vDHNJE
raise_a_suilen__518,raise_a_suilen,パスパレボリューションず☆,https://youtu.be/mDKUbNpjzDU
raise_a_suilen__519,raise_a_suilen,えがおのオーケストラっ！,https://youtu.be/Vlp3NkDZh7c
raise_a_suilen__520,raise_a_suilen,Don't be afraid!,https://youtu.be/Wv9HiA6ONbI
raise_a_suilen__521,raise_a_suilen,ゆら・ゆらRing-Dong-Dance,https://youtu.be/j69ZFBRuOlA
raise_a_suilen__522,raise_a_suilen,Hey-day狂騒曲(カプリチオ),https://youtu.be/dQuVrNLZOFM
raise_a_suilen__523,raise_a_suilen,Scarlet Sky,https://youtu.be/bRWWFTSHICg
raise_a_suilen__524,raise_a_suilen,ゴーカ！ごーかい！？ファントムシーフ！,https://youtu.be/sooblFkVWdo
raise_a_suilen__526,raise_a_suilen,That Is How I Roll! (ライブ / アンコール),https://youtu.be/inRDSCi2O_E
raise_a_suilen__527,raise_a_suilen,R･I･O･T (ライブ / アンコール),https://youtu.be/eyjb_cL2nag
raise_a_suilen__528,raise_a_suilen,Apocalypse,https://youtu.be/0fBH7M4EY1M
raise_a_suilen__529,raise_a_suilen,TWIN TALE,https://youtu.be/pB350d7RuAg
raise_a_suilen__530,raise_a_suilen,STRAY CERBERUS,https://youtu.be/e_5VjvDrHz8
raise_a_suilen__531,raise_a_suilen,BERSER-KEY,https://youtu.be/cmwOP8goDTw
raise_a_suilen__532,raise_a_suilen,POLARIS,https://youtu.be/M-6HMvPPnLM
raise_a_suilen__533,raise_a_suilen,HOWLING AMBITION,https://youtu.be/XYMoaMqyf6s
raise_a_suilen__534,raise_a_suilen,VIVID FIRST TIME,https://youtu.be/ckqNhklWz6I
raise_a_suilen__535,raise_a_suilen,'FIGHT' ADDICT,https://youtu.be/gHqSTnDDmJk
raise_a_suilen__536,raise_a_suilen,Drown Out the Noise and Push Through the Trash,https://youtu.be/EELGtL1U1vw
raise_a_suilen__537,raise_a_suilen,FIVE as ONE,https://youtu.be/rRo4HYj654A
raise_a_suilen__538,raise_a_suilen,EXPOSE 'Burn out!!!' (English),https://youtu.be/JuSc3CMEv34
raise_a_suilen__539,raise_a_suilen,Takin' my Heart (English),https://youtu.be/ops9Visjdwc
raise_a_suilen__540,raise_a_suilen,WELCOME TO PANDEMONIUM,https://youtu.be/5sj1cxlpp5U
raise_a_suilen__541,raise_a_suilen,WHAT AN EXPLOSION,https://youtu.be/5AL7kBxbMI8
raise_a_suilen__542,raise_a_suilen,RUNAWAY STAR,https://youtu.be/DkMyx_sLMlk
raise_a_suilen__543,raise_a_suilen,Bad Kids All Bet,https://youtu.be/mKt2u5a3-H8
raise_a_suilen__544,raise_a_suilen,Light a fire,https://youtu.be/oVEfC2fyvLY
raise_a_suilen__545,raise_a_suilen,Embrace of light,https://youtu.be/7LN3sI8JE5E
raise_a_suilen__546,raise_a_suilen,OUTSIDER RODEO,https://youtu.be/gSVSgtA9ke4
raise_a_suilen__547,raise_a_suilen,JUST THE WAY I AM,https://youtu.be/-0OIoHQv5qY
raise_a_suilen__548,raise_a_suilen,ラスハピーポー！,https://youtu.be/Wq-hNQDOPJA
raise_a_suilen__549,raise_a_suilen,1/3の純情な感情 (Cover),https://youtu.be/GBGMF98_oBs
raise_a_suilen__550,raise_a_suilen,ヒトリノ夜 (Cover),https://youtu.be/9zwlVCZ4LRw
raise_a_suilen__551,raise_a_suilen,激動 (Cover),https://youtu.be/AacM4_SwEPc
raise_a_suilen__552,raise_a_suilen,メギツネ (Cover),https://youtu.be/FHdbSnHhlts
raise_a_suilen__553,raise_a_suilen,Bling-Bang-Bang-Born (Cover),https://youtu.be/ciUhdk5mxt4
raise_a_suilen__554,raise_a_suilen,第六感 (Cover),https://youtu.be/cb2c5sJShsQ
raise_a_suilen__555,raise_a_suilen,革命道中 (Cover),https://youtu.be/xj_PkFdvQ0g
raise_a_suilen__556,raise_a_suilen,Get Wild (Cover),https://youtu.be/ezQiWaCbpug
raise_a_suilen__557,raise_a_suilen,ボッカデラべリタ (Cover),https://youtu.be/OsWFLfjctjQ
raise_a_suilen__558,raise_a_suilen,第ゼロ感 (Cover),https://youtu.be/-87myA3SB-g
raise_a_suilen__559,raise_a_suilen,劣等上等 (Cover),https://youtu.be/jE_GE2IJ5FA
raise_a_suilen__560,raise_a_suilen,Just Awake (Cover),https://youtu.be/nyn9h6BraQ4
raise_a_suilen__561,raise_a_suilen,Keep the Heat and Fire Yourself Up (Cover),https://youtu.be/SGMxavJkvqA
raise_a_suilen__562,raise_a_suilen,ボッカデラベリタ (Cover),https://youtu.be/1Ey5S6imOwM
raise_a_suilen__563,raise_a_suilen,VORACITY (Cover),https://youtu.be/rdAtnVC03M0
raise_a_suilen__564,raise_a_suilen,神っぽいな (Cover),https://youtu.be/J1pFz1b08f8
raise_a_suilen__565,raise_a_suilen,狂乱 Hey Kids!! (Cover),https://youtu.be/NaadmtMFqI4
raise_a_suilen__566,raise_a_suilen,SAVIOR OF SONG (Cover),https://youtu.be/M45pCdVZhHY
raise_a_suilen__567,raise_a_suilen,恋しさとせつなさと心強さと (Cover),https://youtu.be/8XRwP6pLi_s
raise_a_suilen__568,raise_a_suilen,DEPARTURES (Cover),https://youtu.be/TLq1MbV686M
raise_a_suilen__569,raise_a_suilen,CORE PRIDE (Cover),https://youtu.be/sS9JtIVl-Lw
roselia__570,roselia,Neo-Aspect,https://youtu.be/03iVXFZ8jrs
roselia__571,roselia,BLACK SHOUT,https://youtu.be/MmnU-s1TdsI
roselia__572,roselia,Opera of the wasteland,https://youtu.be/kzzXxwU3qo4
roselia__573,roselia,陽だまりロードナイト,https://youtu.be/KjgjeK-ppd0
roselia__574,roselia,ONENESS,https://youtu.be/m3mZynIlQe0
roselia__575,roselia,Re:birth day,https://youtu.be/cqY4sBLd-_E
roselia__576,roselia,Legendary,https://youtu.be/MaWXiKOzwUc
roselia__577,roselia,- HEROIC ADVENT -,https://youtu.be/HD--qY58fsM
roselia__578,roselia,Determination Symphony,https://youtu.be/4jyT00Gn2Ec
roselia__579,roselia,熱色スターマイン,https://youtu.be/DZNOUNsvWps
roselia__580,roselia,軌跡,https://youtu.be/P2BT98BC1N8
roselia__581,roselia,LOUDER,https://youtu.be/RZBHAjojJhg
roselia__582,roselia,R,https://youtu.be/ZqdMPCDsCeE
roselia__583,roselia,BRAVE JEWEL,https://youtu.be/MHXRfiufs2o
roselia__584,roselia,FIRE BIRD,https://youtu.be/59kPRviWjAo
roselia__585,roselia,Safe and Sound,https://youtu.be/0Hj-eXZzL90
roselia__586,roselia,Avant-garde HISTORY,https://youtu.be/C3vzihABDZQ
roselia__587,roselia,Break your desire,https://youtu.be/tzXB1HCJAQo
roselia__589,roselia,約束,https://youtu.be/Xrx-qzgzhek
roselia__590,roselia,"""UNIONS"" Road",https://youtu.be/1afLYh5w8XY
roselia__591,roselia,Song I am.,https://youtu.be/Kohn9PRanoY
roselia__592,roselia,Sage der Rosen,https://youtu.be/z0jU3sNiA44
roselia__593,roselia,覚悟のLiberation,https://youtu.be/ncY1KiGbQk8
roselia__594,roselia,Keep Heart,https://youtu.be/0e9gzU4spFU
roselia__595,roselia,Original Call,https://youtu.be/Rfw6OoJj3Cw
roselia__596,roselia,Always recall.,https://youtu.be/M5h9Td238hI
roselia__597,roselia,Floral Haven,https://youtu.be/Qa7n53DmlHg
roselia__598,roselia,Sprechchor,https://youtu.be/OpSimLr7ouc
roselia__599,roselia,閃光,https://youtu.be/I0s49imrtho
roselia__600,roselia,THE HISTORIC...,https://youtu.be/2AjNrv9FhRQ
roselia__601,roselia,ROZEN HORIZON,https://youtu.be/8Cygbjd1h8Y
roselia__602,roselia,廻廻奇譚,https://youtu.be/Upm95P9Wye0
roselia__603,roselia,鳥の詩,https://youtu.be/Y5CTSrakFlY
roselia__604,roselia,Synchrogazer,https://youtu.be/3QeYCxU7ftQ
roselia__605,roselia,名前のない怪物,https://youtu.be/7jOjYce_f4c
roselia__606,roselia,Dazzle the Destiny,https://youtu.be/NBqwhhtVs9I
roselia__607,roselia,Grateful Melting,https://youtu.be/xeBOEvFrWK8
