idx,band,song,duration_sec,bpm_autocorr,extract_sec,error,bpm_madmom,beat_count,beat_interval_median_sec,halftime_flag
308,pastel_palettes,Power of LOVE!!!,231.53,,18.63,,176.47058823529235,678,0.34,False
309,pastel_palettes,きゅ～まい＊flower,220.29,,17.05,,181.81818181818275,672,0.33,False
310,pastel_palettes,Winking☆Cheer,309.58,,24.15,,100.00000000000095,516,0.6,False
311,pastel_palettes,ゆめゆめグラデーション,284.26,,21.46,,136.36363636363487,639,0.44,False
312,pastel_palettes,はなまる◎アンダンテ,226.25,,17.59,,166.66666666666694,628,0.36,False
313,pastel_palettes,パスパレボリューションず☆,231.04,,17.68,,176.47058823529235,674,0.34,False
314,pastel_palettes,SURVIVOR ねばーぎぶあっぷ!,248.46,,18.44,,199.99999999999997,828,0.3,False
315,pastel_palettes,Wonderland Girl,270.76,,21.47,,136.36363636363706,619,0.44,False
316,pastel_palettes,ゼッタイ宣言～Recital～,241.26,,19.07,,176.47058823529235,713,0.34,False
317,pastel_palettes,ぎゅっDAYS♪,251.44,,18.54,,171.42857142857162,714,0.35,False
318,pastel_palettes,Wonderful Sweet!,247.1,,19.37,,166.66666666666694,690,0.36,False
319,pastel_palettes,るんっ♪てぃてぃー！,229.13,,18.08,,162.16216216216174,624,0.37,False
320,pastel_palettes,パッパレ☆人生！バーン万歳！,239.33,,18.97,,171.42857142857073,681,0.35,False
321,pastel_palettes,Brand new Pastel Road!,255.28,,20.76,,171.4285714285742,730,0.35,False
322,pastel_palettes,あこがれacross,234.29,,18.31,,187.500000000004,539,0.32,True
323,pastel_palettes,ハレハレ☆フォーチュン,270.01,,21.48,,146.34146341463537,650,0.41,False
324,pastel_palettes,ハナヒバナ,273.51,,22.03,,95.23809523809592,433,0.63,False
325,pastel_palettes,そばかす,250.27,,19.29,,171.4285714285714,712,0.35,False
326,pastel_palettes,気まぐれロマンティック,243.46,,19.6,,171.42857142857156,691,0.35,False
327,pastel_palettes,ドリームパレード,234.5,,19.06,,171.4285714285742,674,0.35,False
328,pastel_palettes,ラムのラブソング,162.14,,12.54,,181.8181818181819,487,0.33,False
329,pastel_palettes,DANCE! おジャ魔女,196.26,,15.31,,153.846153846148,502,0.39,False
330,pastel_palettes,DISCOTHEQUE,242.81,,19.59,,142.85714285714226,578,0.42,False
331,pastel_palettes,ゆりゆららららゆるゆり大事件,229.07,,18.71,,176.47058823529235,669,0.34,False
332,pastel_palettes,SAKURAスキップ,228.56,,18.29,,166.66666666666035,630,0.36,False
333,pastel_palettes,Stay Alive,263.61,,21.22,,139.53488372093034,616,0.43,False
334,pastel_palettes,秘密の扉から会いにきて,218.31,,17.11,,181.8181818181906,671,0.33,False
335,pastel_palettes,トリドリ＊パレット,252.04,,20.78,,176.4705882352942,749,0.34,False
336,pastel_palettes,ドラマチック！アライブ,259.25,,20.84,,187.49999999999568,800,0.32,False
337,pastel_palettes,Radiate Warriors,240.33,,19.81,,130.43478260869338,521,0.46,False
338,pastel_palettes,ReReReエボリューションず☆,214.27,,17.86,,187.5000000000019,665,0.32,False
339,pastel_palettes,everyday flower,239.84,,20.03,,136.36363636363706,542,0.44,False
340,pastel_palettes,With〜きみとわたしたちの物語〜,245.26,,20.28,,93.74999999999991,379,0.64,False
341,pastel_palettes,フレっとパレットFight Song!!,241.53,,20.18,,146.34146341463284,584,0.41,False
342,pastel_palettes,デイオフ・ラフ・ラブ・サンクス,243.23,,19.72,,139.53488372093034,567,0.43,False
343,pastel_palettes,ホワイト ノスタルジア,283.36,,23.27,,139.534883720928,651,0.43,False
344,pastel_palettes,Y.O.L.O！！！！！(パスパレver.),268.28,,22.12,,105.26315789473728,473,0.57,False
345,pastel_palettes,奏（かなで） (Cover),294.09,,24.8,,149.99999999999787,734,0.4,False
346,pastel_palettes,Sparkling Daydream (Cover),248.94,,20.78,,176.47058823529235,728,0.34,False
347,pastel_palettes,春を告げる (Cover),198.46,,16.61,,120.0,398,0.5,False
348,pastel_palettes,だから、ひとりじゃない (Cover),229.83,,19.41,,181.81818181817493,690,0.33,False
349,pastel_palettes,サインはB (Cover),215.17,,17.87,,176.47058823529235,630,0.34,False
350,pastel_palettes,愛包ダンスホール (Cover),222.35,,18.19,,139.53488372093724,522,0.43,False
351,pastel_palettes,最上級にかわいいの！ (Cover),191.23,,16.15,,166.66666666666694,537,0.36,False
352,pastel_palettes,♡桃色片想い♡ (Cover),257.13,,22.04,,153.8461538461536,659,0.39,False
353,pastel_palettes,金曜日のおはよう (Cover),241.28,,20.58,,149.99999999999787,602,0.4,False
354,pastel_palettes,魔法少女とチョコレゐト (Cover),187.53,,15.38,,149.99999999999787,470,0.4,False
355,pastel_palettes,可愛くてごめん (Cover),219.99,,18.84,,162.16216216216017,589,0.37,False
356,pastel_palettes,からくりピエロ (Cover),251.7,,20.48,,101.6949152542367,428,0.59,False
357,pastel_palettes,みくみくにしてあげる♪【してやんよ】 (Cover),103.23,,8.88,,162.16216216216017,278,0.37,False
358,pastel_palettes,ルカルカ★ナイトフィーバー (Cover),241.81,,20.42,,162.16216216216017,648,0.37,False
359,pastel_palettes,アイドル (Cover),214.18,,18.02,,166.66666666666694,585,0.36,False
360,pastel_palettes,secret base ～君がくれたもの～ (Cover),321.52,,25.56,,142.85714285714226,683,0.42,False
361,pastel_palettes,ふわふわ時間 (Cover),245.21,,20.27,,181.81818181817493,737,0.33,False
362,pastel_palettes,Fantastic future (Cover),246.76,,19.51,,171.4285714285742,709,0.35,False
363,pastel_palettes,Baby Sweet Berry Love (Cover),243.96,,19.5,,171.42857142856724,693,0.35,False
364,pastel_palettes,Q＆A　リサイタル！ (Cover),290.98,,22.77,,181.81818181818275,884,0.33,False
365,pastel_palettes,ヒトリゴト (Cover),235.05,,18.17,,166.66666666666035,649,0.36,False
366,pastel_palettes,惑星ループ (Cover),206.46,,16.07,,171.42857142857073,586,0.35,False
367,pastel_palettes,世界は恋に落ちている (Cover),312.89,,24.3,,130.43478260869338,678,0.46,False
368,pastel_palettes,ハッピーシンセサイザ (Cover),237.53,,18.93,,127.65957446808541,504,0.47,False
369,pastel_palettes,春擬き (Cover),268.85,,20.63,,176.47058823529235,782,0.34,False
370,pastel_palettes,Make it! (Cover),252.2,,19.72,,171.4285714285742,725,0.35,False
371,pastel_palettes,花ハ踊レヤいろはにほ (Cover),250.89,,19.24,,162.16216216216017,671,0.37,False
372,pastel_palettes,夜に駆ける (Cover),262.28,,20.4,,130.43478260869338,569,0.46,False
373,pastel_palettes,徒花ネクロマンシー (Cover),242.53,,18.24,,171.4285714285742,697,0.35,False
374,pastel_palettes,ノスタルジックレインフォール (Cover),236.9,,18.38,,166.66666666666035,653,0.36,False
375,poppin_party,Yes! BanG_Dream!,309.68,,23.35,,187.49999999998735,952,0.32,False
376,poppin_party,STAR BEAT!～ホシノコドウ～,320.51,,24.54,,193.54838709677279,1000,0.31,False
377,poppin_party,走り始めたばかりのキミに,260.71,,19.91,,125.00000000000267,610,0.48,False
378,poppin_party,ティアドロップス,217.02,,16.97,,187.500000000004,688,0.32,False
379,poppin_party,ときめきエクスペリエンス！,257.39,,18.97,,181.81818181817493,774,0.33,False
380,poppin_party,キラキラだとか夢だとか ～Sing Girls～,305.61,,22.46,,181.81818181817493,918,0.33,False
381,poppin_party,私の心はチョココロネ,252.43,,19.13,,133.3333333333346,564,0.45,False
382,poppin_party,前へススメ！,309.19,,24.27,,181.81818181817883,891,0.33,False
383,poppin_party,夢みるSunflower,279.6,,21.14,,162.16216216217262,768,0.37,False
384,poppin_party,ティアドロップス ～Popipa Acoustic Ver.～,232.48,,17.53,,181.81818181817493,694,0.33,False
385,poppin_party,走り始めたばかりのキミに ～Popipa Acoustic Ver.～,295.69,,22.55,,107.14285714285806,532,0.56,False
386,poppin_party,Time Lapse,248.72,,18.89,,193.54838709677279,795,0.31,False
387,poppin_party,八月のif,275.26,,20.88,,120.0,551,0.5,False
388,poppin_party,クリスマスのうた,276.89,,20.85,,139.53488372093034,744,0.43,True
389,poppin_party,B.O.F,218.72,,16.93,,176.47058823529235,639,0.34,False
390,poppin_party,CiRCLING,261.03,,19.79,,162.16216216216017,700,0.37,False
391,poppin_party,二重の虹(ダブル レインボウ),245.93,,18.69,,187.500000000004,771,0.32,False
392,poppin_party,最高(さあ行こう)！,228.57,,17.21,,181.81818181817493,689,0.33,False
393,poppin_party,ガールズコード,324.94,,24.32,,124.99999999999989,677,0.48,False
394,poppin_party,Yes! BanG_Dream! ～Popipa Acoustic Ver.～,307.93,,22.47,,171.42857142856724,864,0.35,False
395,poppin_party,夏空 SUN! SUN! SEVEN! ～Popipa Acoustic Ver.～,299.74,,22.2,,162.16216216216017,802,0.37,False
396,poppin_party,STAR BEAT!～ホシノコドウ～ ～Popipa Acoustic Ver.～,327.24,,24.25,,87.59124087591212,479,0.685,False
397,poppin_party,Breakthrough!,275.51,,20.51,,181.8181818181906,846,0.33,False
398,poppin_party,NO GIRL NO CRY/Poppin'Party Ver.,312.52,,23.67,,187.500000000004,991,0.32,False
399,poppin_party,イニシャル,294.94,,21.93,,193.54838709677279,949,0.31,False
400,poppin_party,Hello! Wink!,281.46,,21.05,,153.8461538461424,711,0.39,False
401,poppin_party,Step×Step!,248.54,,18.77,,146.34146341463537,611,0.41,False
402,poppin_party,Jumpin',247.86,,19.11,,193.54838709677279,781,0.31,False
403,poppin_party,White Afternoon,299.56,,22.11,,146.34146341462522,723,0.41,False
404,poppin_party,キラキラスター！,275.49,,21.26,,149.99999999999787,686,0.4,False
405,poppin_party,Returns,322.58,,24.88,,181.8181818181906,849,0.33,False
406,poppin_party,Dreamers Go!,257.77,,19.57,,187.49999999999568,796,0.32,False
407,poppin_party,キズナミュージック♪,315.26,,23.81,,187.500000000004,993,0.32,False
408,poppin_party,ミライトレイン,355.58,,26.4,,176.47058823529235,1043,0.34,False
409,poppin_party,夢を撃ち抜く瞬間に！,280.05,,21.06,,199.9999999999924,688,0.3,True
410,poppin_party,ぽっぴん'しゃっふる,277.71,,20.74,,222.2222222222138,852,0.27,False
411,poppin_party,夏空 SUN! SUN! SEVEN!,270.88,,19.87,,176.47058823529235,796,0.34,False
412,poppin_party,1000回潤んだ空,330.48,,24.41,,181.81818181817493,852,0.33,False
413,poppin_party,HAPPY HAPPY PARTY!,282.08,,21.34,,139.53488372093034,658,0.43,False
414,poppin_party,夏のドーン！,221.04,,17.07,,162.16216216216017,593,0.37,False
415,poppin_party,キミにもらったもの,235.0,,17.98,,146.34146341463537,572,0.41,False
416,poppin_party,Light Delight,308.55,,24.17,,181.81818181817493,837,0.33,False
417,poppin_party,切ないSandglass,246.16,,19.29,,181.81818181818275,752,0.33,False
418,poppin_party,Home Street,227.43,,17.36,,105.26315789473679,397,0.57,False
419,poppin_party,What's the POPIPA!?,278.51,,21.73,,187.49999999999983,864,0.32,False
420,poppin_party,SAKURA MEMORIES,254.42,,19.21,,176.47058823529235,749,0.34,False
421,poppin_party,アニバーサリー,273.53,,20.81,,171.42857142857073,777,0.35,False
422,poppin_party,Tomorrow's Door,247.29,,18.72,,176.47058823529235,731,0.34,False
423,poppin_party,イントロダクション,221.23,,17.1,,166.66666666666035,610,0.36,False
424,poppin_party,TARINAI,219.35,,16.86,,187.500000000004,695,0.32,False
425,poppin_party,DOKI DOKI SCARY,239.92,,18.67,,142.85714285714226,568,0.42,False
426,poppin_party,Photograph,257.6,,19.87,,150.0000000000032,747,0.4,True
427,poppin_party,夏に閉じこめて,261.46,,19.81,,187.500000000004,801,0.32,False
428,poppin_party,ぽっぴん'どりーむ！,269.46,,19.96,,199.99999999999997,898,0.3,False
429,poppin_party,星の約束,244.89,,19.0,,176.47058823529235,717,0.34,False
430,poppin_party,新しい季節に,211.27,,16.16,,124.99999999999989,438,0.48,False
431,poppin_party,トレモロアイズ,241.09,,19.15,,166.66666666666364,666,0.36,False
432,poppin_party,雨上がり、キミと,265.64,,20.8,,187.500000000004,833,0.32,False
433,poppin_party,花咲く未来に,275.85,,21.21,,139.53488372093034,643,0.43,False
434,poppin_party,Live Beyond!!,314.41,,24.55,,187.500000000004,996,0.32,False
435,poppin_party,Sweets BAN!,255.64,,19.73,,157.89473684210125,668,0.38,False
436,poppin_party,キミが始まる！,218.07,,17.48,,176.47058823529235,644,0.34,False
437,poppin_party,Moonlight Walk,226.31,,16.96,,187.500000000004,717,0.32,False
438,poppin_party,ここから先は歌にならない,277.31,,20.96,,187.500000000004,878,0.32,False
439,poppin_party,青春 To Be Continued,256.08,,20.44,,193.54838709677415,773,0.31,True
440,poppin_party,Future Place,232.72,,17.7,,181.81818181818275,710,0.33,False
441,poppin_party,大好き！,247.17,,19.54,,166.66666666666035,683,0.36,False
442,poppin_party,Five Letters,248.76,,18.73,,127.65957446808541,531,0.47,False
443,poppin_party,最強☆ソング,255.0,,20.0,,181.81818181817493,767,0.33,False
444,poppin_party,RiNG A BELL,260.89,,20.17,,181.81818181818275,792,0.33,False
445,poppin_party,Drive Your Heart,268.86,,21.22,,153.84615384615924,868,0.39,True
446,poppin_party,とっておきAnswer,196.52,,15.2,,193.54838709677279,629,0.31,False
447,poppin_party,START!! True dreams,242.6,,18.31,,176.47058823529605,721,0.34,False
448,poppin_party,どきどきデエト,217.03,,16.48,,187.49999999999983,673,0.32,False
449,poppin_party,チョコレイトの低音レシピ,270.78,,20.85,,187.500000000004,635,0.32,True
450,poppin_party,Chu Chueen!,229.54,,17.79,,206.89655172413853,690,0.29,False
451,poppin_party,どきどきSING OUT!,247.88,,19.66,,193.54838709677279,802,0.31,False
452,poppin_party,Freedom,264.39,,20.32,,162.16216216216017,708,0.37,False
453,poppin_party,Game Changer,195.46,,14.58,,199.99999999999716,646,0.3,False
454,poppin_party,花園電気ギター！！！,198.86,,15.12,,187.500000000004,624,0.32,False
455,poppin_party,す、好きなんかじゃない！,236.68,,18.07,,166.66666666666694,658,0.36,False
456,poppin_party,遠い音楽 ～ハートビート～,242.85,,19.35,,166.66666666666694,683,0.36,False
457,poppin_party,ほな！,226.99,,18.19,,187.49999999999983,704,0.32,False
458,poppin_party,世界中の青空をあつめて,230.1,,18.23,,193.54838709677279,745,0.31,False
459,poppin_party,勇気Limit！,222.21,,17.41,,222.2222222222138,585,0.27,True
460,poppin_party,開けたらDream!,308.58,,23.9,,139.534883720928,720,0.43,False
461,poppin_party,絆色のアンサンブル,311.95,,23.24,,187.500000000004,985,0.32,False
462,poppin_party,NO GIRL NO CRY (Poppin'Party Ver.),312.52,,24.76,,187.500000000004,991,0.32,False
463,poppin_party,ちゅ、多様性。 (Cover),187.67,,14.29,,153.8461538461536,478,0.39,False
464,poppin_party,フィクション (Cover),231.54,,17.6,,122.44897959183801,476,0.49,False
465,poppin_party,幾億光年 (Cover),274.79,,22.44,,96.77419354838639,443,0.62,False
466,poppin_party,心絵 (Cover),256.66,,20.01,,95.23809523809538,407,0.63,False
467,poppin_party,じょいふる (Cover),194.29,,14.96,,157.89473684210716,517,0.38,False
468,poppin_party,MATSURI BAYASHI (Cover),230.67,,17.79,,153.8461538461536,590,0.39,False
469,poppin_party,私は最強 (Cover),257.93,,19.99,,193.54838709677279,827,0.31,False
470,poppin_party,トウキョウ・シャンディ・ランデヴ (Cover),186.72,,14.88,,136.36363636363706,435,0.44,False
471,poppin_party,夜行性ハイズ (Cover),225.99,,18.24,,133.33333333332828,503,0.45,False
472,poppin_party,メランコリック (Cover),220.52,,17.3,,139.53488372093034,515,0.43,False
473,poppin_party,怪獣の花唄 (Cover),222.73,,17.27,,149.99999999999787,557,0.4,False
474,poppin_party,光るなら (Cover),253.49,,19.94,,162.16216216216017,682,0.37,False
475,poppin_party,ミュージック・アワー (Cover),280.36,,21.42,,136.36363636362827,630,0.44,False
476,poppin_party,only my railgun (Cover),252.86,,19.09,,142.85714285714226,602,0.42,False
477,poppin_party,ロミオとシンデレラ (Cover),280.13,,21.89,,171.42857142857073,795,0.35,False
478,poppin_party,Daydream café (Cover),228.67,,18.37,,149.99999999999787,573,0.4,False
479,poppin_party,君じゃなきゃダメみたい (Cover),239.73,,18.17,,130.43478260869554,523,0.46,False
480,poppin_party,＊〜アスタリスク〜 (Cover),252.22,,18.89,,127.65957446808541,538,0.47,False
481,poppin_party,DAYS of DASH (Cover),253.36,,19.55,,162.16216216216017,678,0.37,False
482,poppin_party,檄！帝国華撃団 (Cover),184.13,,13.97,,142.85714285714226,439,0.42,False
483,poppin_party,DAYS (Cover),234.62,,17.82,,136.36363636363265,527,0.44,False
484,poppin_party,ディスカバリー！ (Cover),277.96,,21.49,,171.4285714285742,799,0.35,False
485,poppin_party,チェリボム (Cover),246.13,,19.02,,187.500000000004,780,0.32,False
486,poppin_party,ヴァンパイア (Cover),182.16,,14.58,,162.1621621621664,500,0.37,False
487,poppin_party,怪物 (Cover),206.4,,16.33,,171.42857142857073,586,0.35,False
488,poppin_party,大河よ共に泣いてくれ (Cover),207.42,,16.15,,176.47058823529235,603,0.34,False
489,poppin_party,空色デイズ (Cover),253.66,,19.71,,176.47058823529235,738,0.34,False
490,raise_a_suilen,Invincible Fighter,250.56,,19.19,,199.9999999999924,823,0.3,False
491,raise_a_suilen,A DECLARATION OF ×××,315.43,,24.06,,149.99999999999787,789,0.4,False
492,raise_a_suilen,SOUL SOLDIER,239.78,,18.57,,193.54838709677279,767,0.31,False
493,raise_a_suilen,UNSTOPPABLE,230.27,,17.74,,171.42857142857073,654,0.35,False
494,raise_a_suilen,HELL! or HELL?,282.09,,21.2,,199.9999999999924,925,0.3,False
495,raise_a_suilen,Beautiful Birthday,255.8,,19.13,,176.47058823529235,747,0.34,False
496,raise_a_suilen,Takin’ my Heart,286.63,,23.07,,181.8181818181906,880,0.33,False
497,raise_a_suilen,DRIVE US CRAZY,245.13,,19.26,,105.26315789473679,429,0.57,False
498,raise_a_suilen,!NVADE SHOW!,265.48,,20.79,,171.4285714285603,750,0.35,False
499,raise_a_suilen,REIGNING,249.25,,19.46,,181.81818181818275,757,0.33,False
500,raise_a_suilen,EXPOSE ‘Burn out!!!’,283.43,,22.39,,187.500000000004,898,0.32,False
501,raise_a_suilen,R・I・O・T,301.02,,23.05,,139.53488372093034,702,0.43,False
502,raise_a_suilen,V.I.P MONSTER,241.59,,17.92,,171.4285714285742,694,0.35,False
503,raise_a_suilen,mind of Prominence,266.02,,20.67,,187.500000000004,833,0.32,False
504,raise_a_suilen,Ray of hope,190.45,,14.51,,127.65957446808541,404,0.47,False
505,raise_a_suilen,EXIST,237.99,,18.25,,139.53488372093034,555,0.43,False
506,raise_a_suilen,Sacred world,300.36,,23.7,,142.85714285713743,709,0.42,False
507,raise_a_suilen,-N-E-M-E-S-I-S-,267.33,,21.16,,146.34146341463284,645,0.41,False
508,raise_a_suilen,DANCING DARING,214.86,,16.02,,187.500000000004,674,0.32,False
509,raise_a_suilen,BATTLE CRY,234.23,,18.47,,187.500000000004,734,0.32,False
510,raise_a_suilen,Domination to world,257.9,,20.31,,200.0000000000001,860,0.3,False
511,raise_a_suilen,THE WAY OF LIFE,237.96,,18.41,,171.42857142857073,677,0.35,False
512,raise_a_suilen,灼熱 Bonfire!,224.34,,17.78,,153.8461538461536,578,0.39,False
513,raise_a_suilen,Repaint,234.3,,18.59,,206.89655172413347,768,0.29,False
514,raise_a_suilen,Life on the Lotus,242.73,,18.4,,101.6949152542367,409,0.59,False
515,raise_a_suilen,CORUSCATE -DNA-,286.96,,22.23,,149.99999999999787,858,0.4,True
516,raise_a_suilen,That Is How I Roll!,265.56,,20.66,,181.81818181817493,801,0.33,False
517,raise_a_suilen,しゅわりん☆どり～みん,265.27,,20.95,,176.47058823529235,740,0.34,False
518,raise_a_suilen,パスパレボリューションず☆,231.46,,17.92,,176.47058823529235,673,0.34,False
519,raise_a_suilen,えがおのオーケストラっ！,255.14,,20.73,,136.36363636363706,587,0.44,False
520,raise_a_suilen,Don't be afraid!,143.61,,10.86,,181.81818181817493,410,0.33,False
521,raise_a_suilen,ゆら・ゆらRing-Dong-Dance,294.56,,23.05,,171.4285714285742,858,0.35,False
522,raise_a_suilen,Hey-day狂騒曲(カプリチオ),241.14,,18.64,,157.89473684210716,641,0.38,False
523,raise_a_suilen,Scarlet Sky,246.46,,18.68,,181.81818181817493,724,0.33,False
524,raise_a_suilen,ゴーカ！ごーかい！？ファントムシーフ！,241.82,,18.84,,214.28571428571342,831,0.28,False
526,raise_a_suilen,That Is How I Roll! (ライブ / アンコール),282.74,,21.9,,181.81818181817493,843,0.33,False
527,raise_a_suilen,R･I･O･T (ライブ / アンコール),347.65,,27.48,,139.534883720928,778,0.43,False
528,raise_a_suilen,Apocalypse,252.14,,19.56,,149.99999999999787,629,0.4,False
529,raise_a_suilen,TWIN TALE,217.27,,17.31,,193.54838709677279,632,0.31,True
530,raise_a_suilen,STRAY CERBERUS,255.83,,18.87,,181.81818181817493,769,0.33,False
531,raise_a_suilen,BERSER-KEY,230.51,,18.29,,120.0,462,0.5,False
532,raise_a_suilen,POLARIS,271.63,,20.7,,187.49999999999568,838,0.32,False
533,raise_a_suilen,HOWLING AMBITION,258.09,,19.82,,136.36363636363706,584,0.44,False
534,raise_a_suilen,VIVID FIRST TIME,229.66,,17.21,,200.0000000000019,766,0.3,False
535,raise_a_suilen,'FIGHT' ADDICT,231.29,,17.95,,193.54838709677279,751,0.31,False
536,raise_a_suilen,Drown Out the Noise and Push Through the Trash,215.56,,17.23,,127.65957446808541,414,0.47,True
537,raise_a_suilen,FIVE as ONE,254.93,,20.3,,187.500000000004,744,0.32,False
538,raise_a_suilen,EXPOSE 'Burn out!!!' (English),283.56,,22.07,,187.500000000004,899,0.32,False
539,raise_a_suilen,Takin' my Heart (English),284.76,,22.15,,181.8181818181906,874,0.33,False
540,raise_a_suilen,WELCOME TO PANDEMONIUM,254.54,,19.43,,206.89655172412333,865,0.29,False
541,raise_a_suilen,WHAT AN EXPLOSION,190.68,,14.63,,193.54838709677279,637,0.31,False
542,raise_a_suilen,RUNAWAY STAR,228.71,,17.32,,200.0000000000007,763,0.3,False
543,raise_a_suilen,Bad Kids All Bet,228.06,,17.97,,171.42857142857073,648,0.35,False
544,raise_a_suilen,Light a fire,268.53,,20.92,,139.534883720928,618,0.43,False
545,raise_a_suilen,Embrace of light,271.69,,20.28,,153.846153846148,686,0.39,False
546,raise_a_suilen,OUTSIDER RODEO,268.61,,20.2,,149.99999999999787,769,0.4,True
547,raise_a_suilen,JUST THE WAY I AM,258.48,,19.17,,181.81818181817493,778,0.33,False
548,raise_a_suilen,ラスハピーポー！,200.07,,15.34,,193.548387096775,654,0.31,False
549,raise_a_suilen,1/3の純情な感情 (Cover),222.42,,17.45,,153.846153846148,563,0.39,False
550,raise_a_suilen,ヒトリノ夜 (Cover),237.51,,18.87,,176.47058823529235,690,0.34,False
551,raise_a_suilen,激動 (Cover),333.16,,26.03,,113.20754716981108,629,0.53,False
552,raise_a_suilen,メギツネ (Cover),250.82,,18.54,,142.85714285714226,575,0.42,False
553,raise_a_suilen,Bling-Bang-Bang-Born (Cover),168.35,,14.04,,157.89473684210495,441,0.38,False
554,raise_a_suilen,第六感 (Cover),192.82,,15.54,,133.33333333333408,431,0.45,False
555,raise_a_suilen,革命道中 (Cover),197.98,,15.54,,187.49999999999983,615,0.32,False
556,raise_a_suilen,Get Wild (Cover),199.16,,15.84,,133.3333333333346,445,0.45,False
557,raise_a_suilen,ボッカデラべリタ (Cover),201.59,,16.8,,171.42857142857073,572,0.35,False
558,raise_a_suilen,第ゼロ感 (Cover),288.3,,23.07,,149.99999999999787,716,0.4,False
559,raise_a_suilen,劣等上等 (Cover),236.86,,19.19,,162.16216216216017,633,0.37,False
560,raise_a_suilen,Just Awake (Cover),222.8,,17.18,,193.54838709677279,709,0.31,False
561,raise_a_suilen,Keep the Heat and Fire Yourself Up (Cover),205.37,,16.18,,157.89473684210526,584,0.38,False
562,raise_a_suilen,ボッカデラベリタ (Cover),201.69,,15.3,,171.42857142857073,572,0.35,False
563,raise_a_suilen,VORACITY (Cover),207.23,,16.41,,200.0000000000007,690,0.3,False
564,raise_a_suilen,神っぽいな (Cover),203.82,,16.03,,142.85714285713743,458,0.42,False
565,raise_a_suilen,狂乱 Hey Kids!! (Cover),249.45,,20.43,,272.7272727272741,801,0.22,True
566,raise_a_suilen,SAVIOR OF SONG (Cover),248.95,,19.83,,193.54838709677279,797,0.31,False
567,raise_a_suilen,恋しさとせつなさと心強さと (Cover),250.51,,19.2,,130.43478260869338,543,0.46,False
568,raise_a_suilen,DEPARTURES (Cover),332.3,,25.57,,100.00000000000095,553,0.6,False
569,raise_a_suilen,CORE PRIDE (Cover),257.02,,20.22,,187.49999999999568,793,0.32,False
570,roselia,Neo-Aspect,307.01,,23.44,,181.81818181817493,922,0.33,False
571,roselia,BLACK SHOUT,247.05,,18.89,,187.49999999998735,712,0.32,False
572,roselia,Opera of the wasteland,284.32,,21.5,,260.86956521738676,871,0.23,True
573,roselia,陽だまりロードナイト,289.36,,22.47,,142.85714285714226,688,0.42,False
574,roselia,ONENESS,238.98,,18.01,,187.500000000004,731,0.32,False
575,roselia,Re:birth day,268.42,,21.33,,171.42857142857073,763,0.35,False
576,roselia,Legendary,291.55,,22.7,,142.85714285714712,700,0.42,False
577,roselia,- HEROIC ADVENT -,221.8,,16.78,,181.81818181818275,674,0.33,False
578,roselia,Determination Symphony,281.66,,21.65,,187.500000000004,892,0.32,False
579,roselia,熱色スターマイン,280.14,,20.78,,187.49999999999997,874,0.32,False
580,roselia,軌跡,312.05,,23.2,,84.50704225352357,443,0.71,False
581,roselia,LOUDER,215.92,,16.8,,193.54838709677279,701,0.31,False
582,roselia,R,284.99,,20.97,,187.500000000004,891,0.32,False
583,roselia,BRAVE JEWEL,247.26,,18.57,,193.54838709677279,792,0.31,False
584,roselia,FIRE BIRD,359.74,,27.14,,149.99999999999787,840,0.4,False
585,roselia,Safe and Sound,258.29,,19.21,,181.81818181818275,785,0.33,False
586,roselia,Avant-garde HISTORY,306.32,,22.84,,230.76923076922623,1121,0.26,False
587,roselia,Break your desire,261.08,,20.08,,206.89655172413347,892,0.29,False
589,roselia,約束,304.13,,22.75,,122.44897959183801,624,0.49,False
590,roselia,"""UNIONS"" Road",308.83,,23.99,,136.36363636363487,696,0.44,False
591,roselia,Song I am.,242.27,,18.17,,187.500000000004,768,0.32,False
592,roselia,Sage der Rosen,244.68,,18.27,,157.89473684210716,648,0.38,False
593,roselia,覚悟のLiberation,260.54,,20.42,,181.8181818181906,703,0.33,False
594,roselia,Keep Heart,245.7,,19.02,,199.9999999999924,811,0.3,False
595,roselia,Original Call,225.03,,17.59,,176.47058823529235,654,0.34,False
596,roselia,Always recall.,252.05,,19.37,,187.49999999999568,778,0.32,False
597,roselia,Floral Haven,281.64,,21.48,,187.500000000004,730,0.32,True
598,roselia,Sprechchor,309.63,,23.47,,149.99999999999787,774,0.4,False
599,roselia,閃光,218.38,,17.21,,176.4705882352942,650,0.34,False
600,roselia,THE HISTORIC...,271.03,,20.62,,176.47058823529235,792,0.34,False
601,roselia,ROZEN HORIZON,366.09,,27.6,,157.89473684210716,958,0.38,False
602,roselia,廻廻奇譚,220.95,,16.39,,187.49999999999568,682,0.32,False
603,roselia,鳥の詩,356.33,,28.18,,122.44897959183446,725,0.49,False
604,roselia,Synchrogazer,266.55,,20.15,,157.89473684210716,710,0.38,False
605,roselia,名前のない怪物,300.98,,22.42,,181.81818181817493,905,0.33,False
606,roselia,Dazzle the Destiny,240.95,,18.1,,193.54838709677279,767,0.31,False
607,roselia,Grateful Melting,217.1,,16.66,,120.0,434,0.5,False
608,roselia,Second to None,233.59,,18.44,,187.49999999999983,725,0.32,False
609,roselia,Steadfast Spirits,224.61,,17.43,,193.54838709677279,719,0.31,False
